,,10/23/2020 7:12:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/24/2020 1:12:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/24/2020 7:12:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/24/2020 1:12:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/24/2020 7:12:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/25/2020 1:12:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/25/2020 7:12:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/25/2020 1:12:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/25/2020 7:12:54 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/26/2020 1:12:52 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/26/2020 1:15:05 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,10/26/2020 7:12:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/26/2020 1:12:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/26/2020 7:14:37 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/27/2020 1:12:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/27/2020 7:12:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/27/2020 1:12:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/27/2020 7:14:19 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 1:12:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 7:12:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 1:12:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 7:12:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 1:12:59 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 7:12:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 1:12:37 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 7:12:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/30/2020 1:12:36 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/30/2020 7:12:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/30/2020 1:12:54 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/30/2020 7:12:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 1:12:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 7:12:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 1:12:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 7:12:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,Total for 881621467360,,,,,,,,,,,,,,,,$70.00,,,,,
"881621467361
1305M319FNRMA02
21 P20001",,10/1/2020 1:13:40 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/1/2020 7:13:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/1/2020 1:13:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/1/2020 1:16:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/1/2020 7:13:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
"881621467361
1305M319FNRMA02
21 P20001",,10/2/2020 1:13:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/2/2020 7:13:57 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/2/2020 1:13:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/2/2020 7:13:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/3/2020 1:13:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/3/2020 7:13:45 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/3/2020 1:13:39 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/3/2020 7:13:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/4/2020 1:13:54 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/4/2020 7:13:40 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/4/2020 7:16:01 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/4/2020 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/4/2020 7:13:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/5/2020 1:13:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/5/2020 7:13:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/5/2020 7:16:11 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/5/2020 1:13:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/5/2020 7:14:14 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/5/2020 7:16:35 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/6/2020 1:13:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/6/2020 7:13:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/6/2020 7:16:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/6/2020 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/6/2020 7:13:57 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/7/2020 1:14:14 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/7/2020 7:13:54 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/7/2020 1:13:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/7/2020 7:13:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/8/2020 1:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/8/2020 7:13:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/8/2020 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/8/2020 7:13:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/9/2020 1:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/9/2020 7:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/9/2020 7:15:58 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/9/2020 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/9/2020 7:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/10/2020 1:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/10/2020 7:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/10/2020 1:13:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/10/2020 7:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/11/2020 1:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/11/2020 7:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/11/2020 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/11/2020 7:13:59 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/12/2020 1:13:55 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/12/2020 7:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/12/2020 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,10/12/2020 7:13:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/13/2020 1:13:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/13/2020 7:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
"881621467361
1305M319FNRMA02
21 P20001",,10/13/2020 1:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/13/2020 7:14:02 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/14/2020 1:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/14/2020 7:13:58 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/14/2020 1:13:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/14/2020 7:13:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/15/2020 1:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/15/2020 7:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/15/2020 1:13:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/15/2020 7:13:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/16/2020 1:13:52 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/16/2020 7:13:53 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/16/2020 1:13:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/16/2020 7:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/17/2020 1:13:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/17/2020 7:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/17/2020 1:13:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/17/2020 7:13:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/18/2020 1:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/18/2020 7:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/18/2020 1:13:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/18/2020 7:15:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/19/2020 1:13:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/19/2020 7:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/19/2020 1:13:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/19/2020 7:13:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/20/2020 1:13:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/20/2020 7:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/20/2020 1:13:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/20/2020 7:13:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,10/21/2020 1:13:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/21/2020 7:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/21/2020 1:13:47 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/21/2020 7:13:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/22/2020 1:13:55 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,10/22/2020 7:13:52 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/22/2020 1:13:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/22/2020 7:13:54 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/23/2020 1:13:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,10/23/2020 7:13:45 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/23/2020 1:13:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/23/2020 1:15:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/23/2020 7:13:40 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/24/2020 1:14:00 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,10/24/2020 7:14:04 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/24/2020 1:14:01 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/24/2020 7:13:44 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/25/2020 1:15:36 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/25/2020 7:13:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/25/2020 1:13:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/25/2020 7:15:40 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
"881621467361
1305M319FNRMA02
21 P20001",,10/26/2020 1:13:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/26/2020 7:13:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/26/2020 1:14:07 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/26/2020 7:13:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/27/2020 1:13:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/27/2020 7:13:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/27/2020 1:13:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/27/2020 7:13:37 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 1:13:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 7:13:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 1:13:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/28/2020 7:13:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 1:13:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 7:13:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 1:13:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/29/2020 7:13:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/30/2020 1:13:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/30/2020 7:13:42 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/30/2020 1:13:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,10/30/2020 7:13:38 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 1:13:32 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 7:13:37 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 1:13:37 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 7:13:32 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/31/2020 7:15:24 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,Total for 881621467361,,,,,,,,,,,,,,,,$92.50,,,,,
"881621467362
1305M319FNRMA02
21 P20001",,10/1/2020 12:45:08 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/1/2020 6:45:11 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/1/2020 6:47:08 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/1/2020 12:44:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/1/2020 6:44:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/2/2020 12:44:54 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/2/2020 1:15:02 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/2/2020 7:16:33 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/2/2020 1:14:56 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/2/2020 7:14:44 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/3/2020 1:14:38 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/3/2020 7:16:17 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/3/2020 1:14:44 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,10/3/2020 7:15:03 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/4/2020 1:14:45 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/4/2020 7:14:59 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/4/2020 1:14:39 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/4/2020 7:14:43 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/5/2020 1:14:52 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/5/2020 7:14:53 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/5/2020 1:14:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/5/2020 7:14:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/6/2020 1:14:43 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/6/2020 7:14:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,10/6/2020 1:14:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,$0.75,,,,0.67,,,$0.50,,,,,
"MSISDN
PO Number",,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
